	text_id	text	task_1	task_2	task_3	punct_freq	misspell_count	noun_freq	propnoun_freq	adj_freq	verb_freq
18	hasoc_en_18	all indian spectators shd hv #balidanbadge in ground, #dhonikeepstheglove #dhonikeepbalidaanbadgeglove #dhonikeepstheglove #dhonikesathdesh	NOT	NONE	NONE	0.04316546762589928	0.3333333333333333	0.2222222222222222	0.0	0.1111111111111111	0.16666666666666666
19	hasoc_en_19	    what about virat kholi tattoos 😂😂    #dhonikeepstheglove url	NOT	NONE	NONE	0.015625	0.5555555555555556	0.3333333333333333	0.0	0.1111111111111111	0.2222222222222222
20	hasoc_en_20	which is more important?  #indiawithdhoni   #dhonikeepstheglove url	NOT	NONE	NONE	0.04477611940298507	0.3	0.1	0.0	0.2	0.2
21	hasoc_en_21	       is gonna crash. #douchebag	NOT	NONE	NONE	0.06060606060606061	0.14285714285714285	0.2857142857142857	0.0	0.0	0.2857142857142857
22	hasoc_en_22	harbor n bay mens boxer short pack of 2  rs.299    url    #doctorsfightback #savebengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #jaishreeram #modiforall	NOT	NONE	NONE	0.06557377049180328	0.2727272727272727	0.3333333333333333	0.0	0.21212121212121213	0.030303030303030304
23	hasoc_en_23	icc turns down #bcci's request to allow  to continue wearing the army insignia on his wicket-keeping gloves; icc says regulations for icc events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #dhonikeepstheglove url	NOT	NONE	NONE	0.022222222222222223	0.08333333333333333	0.3333333333333333	0.0	0.0625	0.1875
24	hasoc_en_24	#shameonicc  1. icc on dhoni's gloves                    vs  2.icc planning the world cup url	HOF	HATE	TIN	0.043010752688172046	0.3333333333333333	0.4	0.0	0.0	0.13333333333333333
25	hasoc_en_25	senior #doctors of #rgkar greeted with applause &amp; ovation by #juniordoctors after they came back submitting #resignation.    hear them. this is not orchestrated. this is not paid stunt. these are docs mass-resigning in protest.    #doctorsfightback #savethedoctors #istandwithnrs url	NOT	NONE	NONE	0.05226480836236934	0.1346153846153846	0.23076923076923078	0.0	0.057692307692307696	0.17307692307692307
26	hasoc_en_26	empty podiums make too much noise     #toryleadershipdebate #ukpm #borisjohnsonshouldnotbepm #leadersdebate #gtto #jc4pm2019 #frightnight url	NOT	NONE	NONE	0.04964539007092199	0.42857142857142855	0.19047619047619047	0.0	0.38095238095238093	0.047619047619047616
27	hasoc_en_27	#shameonicc #iccworldcup2019 world cup reality url	NOT	NONE	NONE	0.04	0.375	0.5	0.0	0.25	0.0
28	hasoc_en_28	disgusting! and they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. this will continue to happen. the catholic church needs to go! #rapist #childtrafficking #catholicchurch #catholictwitter url	HOF	HATE	TIN	0.03543307086614173	0.10638297872340426	0.19148936170212766	0.0	0.0851063829787234	0.23404255319148937
29	hasoc_en_29	goqii vital - colour display blood pressure monitor   rs.1999 (mrp-3499)    url    #doctorsfightback #savebengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #jaishreeram #modiforall	NOT	NONE	NONE	0.07692307692307693	0.3142857142857143	0.37142857142857144	0.0	0.22857142857142856	0.0
30	hasoc_en_30	500 doctors have already resigned in #bengal.    nrs 100  sskm 175  national medical college 20  rg kar 126  north bengal college 119  murshidabad 50  rampurhat 37  burdwan 26    #doctorsfightback #savethedoctors	NOT	NONE	NONE	0.018867924528301886	0.20588235294117646	0.29411764705882354	0.0	0.11764705882352941	0.08823529411764706
31	hasoc_en_31	hi everyone, i'm in kolkata and just thought i'd let you know about some crazy goings on in the medical world here, which has become front page news.    recent years have seen a rise in violence against doctors, often the most junior.     #doctorsfightback url	NOT	NONE	NONE	0.03076923076923077	0.09615384615384616	0.23076923076923078	0.0	0.1346153846153846	0.15384615384615385
32	hasoc_en_32	   worst ever world cup arrangement in cricket history #shameonicc #shameonengland  #wc2019 no swimming pool, gym in hotel. #englishbeggers #royalbeggers	NOT	NONE	NONE	0.0457516339869281	0.19230769230769232	0.4230769230769231	0.0	0.038461538461538464	0.07692307692307693
33	hasoc_en_33	 fuck you and go fuck yourself you piece of shit someone get this asshole a jail cell for his birthday #impeachtrumpnow #fucktrump #dickstaindonald #derangeddonald url	HOF	PRFN	TIN	0.023952095808383235	0.1724137931034483	0.3103448275862069	0.0	0.13793103448275862	0.10344827586206896
34	hasoc_en_34	donald trump lies.  #trumpisatraitor   happy #johnmccainday ! url url	NOT	NONE	NONE	0.057971014492753624	0.25	0.3333333333333333	0.0	0.25	0.08333333333333333
35	hasoc_en_35	 of all the retired nfl players, why is it that you don’t suffer from cte?     you should be at the bottom of a pool you mistook for an elevator. #murderer	HOF	HATE	TIN	0.03225806451612903	0.05555555555555555	0.25	0.0	0.05555555555555555	0.1111111111111111
36	hasoc_en_36	the telegraph´s use of the word ´crown´ with regard to boris johnson just says it all.  #borisjohnsonshouldnotbepm   url	NOT	NONE	NONE	0.016666666666666666	0.2	0.4	0.0	0.0	0.1
37	hasoc_en_37	#doctorsfightback | no doctor wishes to stop emergency services: dr sayantan banerjee, resident doctor, aiims (relative of assaulted dr paribaha mukherjee) url	NOT	NONE	NONE	0.0440251572327044	0.21428571428571427	0.4642857142857143	0.0	0.10714285714285714	0.10714285714285714
38	hasoc_en_38	 no worries  because there will be on only one winner   and that is  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  rains🤷   #shameonicc   .  .  .  .	NOT	NONE	NONE	0.1360544217687075	0.05714285714285714	0.08571428571428572	0.0	0.02857142857142857	0.05714285714285714
39	hasoc_en_39	will  score a 100 again today?  predict  url and win prizes.   #indvaus #dhonikeepstheglove   #dhoniatcwc19 url	NOT	NONE	NONE	0.04504504504504504	0.2	0.35	0.0	0.1	0.05
40	hasoc_en_40	don't support a country who has concentration camps againts small etnich groups and religions      don't support the violencie and discrimination 🚫    #humanrights #boycottchina #stopracismo #diversity #china #endhate #stopviolence url	NOT	NONE	NONE	0.03829787234042553	0.2631578947368421	0.3157894736842105	0.0	0.13157894736842105	0.13157894736842105
41	hasoc_en_41	#dhonikeepstheglove@icc you are zero without dhoni like captain,person... url	NOT	NONE	NONE	0.07792207792207792	0.26666666666666666	0.3333333333333333	0.06666666666666667	0.0	0.13333333333333333
42	hasoc_en_42	  for interest of puplic she is speaking #doctorsfightback #doctors  #mamatabanarjee	NOT	NONE	NONE	0.03571428571428571	0.23076923076923078	0.23076923076923078	0.0	0.07692307692307693	0.15384615384615385
43	hasoc_en_43	now if all remaining matches will get washed   nz - 12  ind - 11  eng - 10  aus - 10  wi - 9  sl - 9  pak - 9  ban - 8   sa - 6  afg - 6    semis  aus vs nz (if rain doesn't stop)  nz  eng vs ind (if rain doesn't stop)  ind    final  ind vs nz (if rain doesn't stop)  nz - india will win #shameonicc	NOT	NONE	NONE	0.07023411371237458	0.02531645569620253	0.20253164556962025	0.0	0.0379746835443038	0.11392405063291139
44	hasoc_en_44	 this crazy manbaby will probably paint it gold.  not gawdy at all.    #ihate45   #worstpresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #unfollowtrump  ┌∏┐ (•˽•)┌∏┐	HOF	PRFN	TIN	0.06589147286821706	0.34146341463414637	0.12195121951219512	0.04878048780487805	0.17073170731707318	0.04878048780487805
45	hasoc_en_45	this is everything. #fucktrump url	HOF	PRFN	TIN	0.058823529411764705	0.2857142857142857	0.42857142857142855	0.0	0.0	0.14285714285714285
46	hasoc_en_46	 where were the ima &amp; other associations when doctors were being hounded for a year after #brdoxygentragedy without any fault of their own? doctors need to stand up with each other, no matter who the assaulter is and who is in power  #doctorsfightback #doctorsprotest	NOT	NONE	NONE	0.025830258302583026	0.09803921568627451	0.21568627450980393	0.0	0.0784313725490196	0.1568627450980392
47	hasoc_en_47	hey trump ! these lovely ladies got something to tell ya ....  #fucktrump url	HOF	PRFN	TIN	0.07792207792207792	0.1875	0.3125	0.0	0.125	0.125
48	hasoc_en_48	i love this bill, i think they should start printing them #fucktrump url	HOF	PRFN	TIN	0.027777777777777776	0.13333333333333333	0.2	0.0	0.06666666666666667	0.26666666666666666
49	hasoc_en_49	so basically he’s not vegan #dickhead 🙄 url	HOF	PRFN	TIN	0.046511627906976744	0.2727272727272727	0.18181818181818182	0.0	0.18181818181818182	0.09090909090909091
50	hasoc_en_50	 the world will rejoice when you die. #murderer #classless	HOF	OFFN	TIN	0.05172413793103448	0.0	0.25	0.0	0.0	0.16666666666666666
51	hasoc_en_51	acoustic &amp; electric guitar kits from rs.1699    url    guitars &amp; other musical instruments upto 75% off    url    #doctorsfightback #savebengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #jaishreeram #modiforall	NOT	NONE	NONE	0.06882591093117409	0.20454545454545456	0.3181818181818182	0.0	0.2727272727272727	0.0
52	hasoc_en_52	 maybe  should take his lips off your ass, read the report, and get with the dems and everyone else with half a brain and get you out of the white house! 🤷‍♂️ #pospotus #asskissers #impeachtrump #fucktrump #butnotliterallylindsey	HOF	PRFN	TIN	0.034934497816593885	0.13333333333333333	0.2222222222222222	0.0	0.08888888888888889	0.08888888888888889
53	hasoc_en_53	url    “this ruling sends a clear message that muslim voices will not be silenced by threats and hate.” -  via       helped represent mr. obeidallah.     #antimuslim #islamophobia #justice url	NOT	NONE	NONE	0.046875	0.20588235294117646	0.23529411764705882	0.058823529411764705	0.17647058823529413	0.14705882352941177
54	hasoc_en_54	-50'c to -70'c avg. temp in #siachen, in winters(avg. people feel cold +15'c)    in such #skull freezing envrmnt #indianarmy protect #us    but people like kanahiya kumar referred #indianarmy as #rapist and supports who abuses and throw stones at #indianarmy    url	NOT	NONE	NONE	0.06792452830188679	0.16981132075471697	0.3584905660377358	0.0	0.07547169811320754	0.11320754716981132
55	hasoc_en_55	mamta ji pls don't drag muslims in this case no one said they won't treat any particular religion   i am  a muslim pls stop speculating situation based on religion  stop playing bloody politics   #mamtabanerjee #doctorsfightback #india #westbengal #trinamool	NOT	NONE	NONE	0.027131782945736434	0.1111111111111111	0.4	0.0	0.06666666666666667	0.17777777777777778
56	hasoc_en_56	are you watching, johnson?  #borisjohnson  #borisjohnsonshouldnotbepm #incompetent url	NOT	NONE	NONE	0.05813953488372093	0.23076923076923078	0.3076923076923077	0.0	0.07692307692307693	0.15384615384615385
57	hasoc_en_57	well come to new pakistan with new rates   #budget2019 #ptigovernment #imranhataomulkbachao url	NOT	NONE	NONE	0.031578947368421054	0.26666666666666666	0.26666666666666666	0.0	0.26666666666666666	0.06666666666666667
58	hasoc_en_58	 just this: t.r.u.m.p  is ...    good! he should be!    #trumpisatraitor url	NOT	NONE	NONE	0.14473684210526316	0.26666666666666666	0.2	0.0	0.06666666666666667	0.13333333333333333
59	hasoc_en_59	just going to leave this here 👏🏻 keep your eyes and mind open to how the media portray people and remember, question everything #leadersdebate #borisjohnsonshouldnotbepm url	NOT	NONE	NONE	0.017341040462427744	0.13793103448275862	0.3103448275862069	0.0	0.10344827586206896	0.13793103448275862
60	hasoc_en_60	all the best to #teamindia for another swimming competition on sunday against   #india 🇮🇳 #pakistan. 🇵🇰     #indvpak #shameonicc  #cwc19 #cwc19rains ☔☔ url	NOT	NONE	NONE	0.05161290322580645	0.3	0.16666666666666666	0.03333333333333333	0.23333333333333334	0.06666666666666667
61	hasoc_en_61	unisex anti trump af t-shirt in extended sizes - small up to 5x url  #fucktrump #antitrump #votebluenomatterwho url	NOT	NONE	NONE	0.043478260869565216	0.23809523809523808	0.23809523809523808	0.0	0.38095238095238093	0.0
62	hasoc_en_62	  this world cup 19 should be ban !! 😡😡 rain rain rain motherfuckerr icc   shift this world to another country or ban this world cup 19 😡😡   #shameonicc 😡😡	HOF	PRFN	TIN	0.01935483870967742	0.0967741935483871	0.41935483870967744	0.0	0.0967741935483871	0.0967741935483871
63	hasoc_en_63	learn how to cover up the ground #shameonicc	NOT	NONE	NONE	0.022727272727272728	0.1111111111111111	0.2222222222222222	0.0	0.0	0.2222222222222222
64	hasoc_en_64	😅😂🤣🤣    lmao at the shoe-lifts, girdle-butt stance.  pathetic.    but #fucktrump for the vomitus of lies he spews and crimes he commits😡🤬🤮🤬😡 url	HOF	PRFN	TIN	0.041666666666666664	0.34615384615384615	0.23076923076923078	0.0	0.19230769230769232	0.07692307692307693
65	hasoc_en_65	we have waited 4 years to see the world cup matches, not the rain. if this continues it will be very disappointing for all the fans.#shameonicc	NOT	NONE	NONE	0.027972027972027972	0.06666666666666667	0.2	0.0	0.06666666666666667	0.16666666666666666
66	hasoc_en_66	gee... where have we seen this before? #fucktrump #impeachdonaldtrumpnow leaked docs reveal russian effort to exert influence in africa  url	NOT	NONE	NONE	0.04285714285714286	0.16666666666666666	0.25	0.0	0.16666666666666666	0.16666666666666666
67	hasoc_en_67	sarah sanders is floating the idea of running for arkansas governor, sources say #resist #resisttrump #fucktrump url	NOT	NONE	NONE	0.034482758620689655	0.14285714285714285	0.42857142857142855	0.0	0.047619047619047616	0.19047619047619047
68	hasoc_en_68	#dirtyjohn #bravo holy crap the guy was in #losgatos and that's in my neck of the woods it's #siliconvalley #sanjose #scary #murderer	NOT	NONE	NONE	0.06766917293233082	0.16129032258064516	0.22580645161290322	0.0	0.12903225806451613	0.12903225806451613
69	hasoc_en_69	#shameonicc: indian fans unleash their wrath upon icc after another world cup washout url	NOT	NONE	NONE	0.02247191011235955	0.125	0.375	0.0	0.125	0.0625
70	hasoc_en_70	throwback to the time when pak dedicated an entire match to its army and the icc didn't even flinch. india must not be pressured by icc and change #dhoni gloves. don't let pak win. boycott the wc india!    #dhonikeeptheglove #dhonikeepstheglove #dhonikesaathdesh #dhonikeepthegloves url	NOT	NONE	NONE	0.038461538461538464	0.1111111111111111	0.24074074074074073	0.0	0.07407407407407407	0.2222222222222222
71	hasoc_en_71	i want to know too!  thanks  for asking these questions !  #fucktrump #bebest #orangefoolius. url	NOT	NONE	NONE	0.061855670103092786	0.2	0.25	0.0	0.1	0.15
72	hasoc_en_72	we don't need a special law. we need proper unbiased enforcement of existing laws. once they are applied properly  and people jailed there will be deterrence.  we doctors must win back the trust of the people. this will ensure political support for us.  #doctorsfightback	NOT	NONE	NONE	0.025830258302583026	0.0196078431372549	0.19607843137254902	0.0	0.0784313725490196	0.19607843137254902
73	hasoc_en_73	top 50 hashtags mentioning  for 2019-06-15 07:00 to 2019-06-15 15:00 gmt+0  #maga #johnmccainday #trump2020 #derangeddonald #trump #trumpisatraitor #impeachtrumpnow #wwg1wga #rt #impeachtrump   url	NOT	NONE	NONE	0.08629441624365482	0.4375	0.125	0.0	0.375	0.03125
74	hasoc_en_74	#dhonikeepstheglove why only dhoni all the indian audience should also wear   the jersey and banner with 'balidan' insignia. tv channels ,news papers and wherever possible should include this insignia.	NOT	NONE	NONE	0.029850746268656716	0.08823529411764706	0.2647058823529412	0.029411764705882353	0.058823529411764705	0.11764705882352941
75	hasoc_en_75	  except... trump’s hand has already been caught in the cookie jar trying to get “dirt” on an opponent from russia.     remember... trump tower?     #trumpisatraitor   #impeachmenthearingsnow url	NOT	NONE	NONE	0.06666666666666667	0.19444444444444445	0.3888888888888889	0.0	0.05555555555555555	0.16666666666666666
76	hasoc_en_76	crabs live! covering the lies of the sleazy, cheating #gop! url ---&gt; 'viva la resistance!' #trump #fucktrump #libcrib	NOT	NONE	NONE	0.125	0.1935483870967742	0.2903225806451613	0.0	0.03225806451612903	0.0967741935483871
77	hasoc_en_77	livpure glo 7l ro+uv + mineralizer water purifier   rs.9499 (mrp-15990)    url    more:  url    url    #doctorsfightback #savebengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #jaishreeram #modiforall	NOT	NONE	NONE	0.07894736842105263	0.38461538461538464	0.3076923076923077	0.02564102564102564	0.23076923076923078	0.05128205128205128
78	hasoc_en_78	the most awaited variant from #oneplus - #oneplus7pro in almond.  buy now on  👉url with an emi starting at just ₹2,495    #oneplus7ishere #oneplus7series #oneplus7 #worldblooddonorday #shameonicc #fridaymotivation #nbafinals #fridayfeeling #wethenorth	NOT	NONE	NONE	0.055776892430278883	0.30952380952380953	0.19047619047619047	0.0	0.11904761904761904	0.07142857142857142
79	hasoc_en_79	ted bundy’s final meal. he didn’t even pick at it. #execution #murderer #killer #tedbundy #breakfast #lethalinjection url	NOT	NONE	NONE	0.08264462809917356	0.13793103448275862	0.27586206896551724	0.034482758620689655	0.13793103448275862	0.13793103448275862
80	hasoc_en_80	     dear sir please look at this video we all met earlier homeminster for #tgsfraud and #dreamzgkfraud like you he also promised.#imafraud url  	NOT	NONE	NONE	0.027586206896551724	0.23076923076923078	0.3076923076923077	0.0	0.07692307692307693	0.07692307692307693
81	hasoc_en_81	dear  this is world cup not a club cricket so please check the umpiring errors instead of  gloves.  #dhonikeepstheglove #dhonikeeptheglove   #dhonikesaathdesh	NOT	NONE	NONE	0.02531645569620253	0.12	0.32	0.0	0.16	0.08
82	hasoc_en_82	#indvsnz toss be like....#shameonicc url	NOT	NONE	NONE	0.15	0.4	0.3	0.0	0.1	0.1
83	hasoc_en_83	 instead of focusing on game, why have a unnecessary controversy. is wearing a symbol only way to show respect. rather win the worldcup and dedicate it to our forces. it will give them more high n respect worldover. its a matter of priority n  focus.#dhonikeepstheglove	NOT	NONE	NONE	0.026022304832713755	0.07692307692307693	0.23076923076923078	0.0	0.07692307692307693	0.19230769230769232
84	hasoc_en_84	boris johnson = chaos    = stability    it really is as simple as that! #toryleadership #borisjohnsonshouldnotbepm url	NOT	NONE	NONE	0.0423728813559322	0.15789473684210525	0.3157894736842105	0.10526315789473684	0.10526315789473684	0.05263157894736842
85	hasoc_en_85	#dhonikeepstheglove     what's wrong with    dhoni is first a soldier then a cricketer.....   	NOT	NONE	NONE	0.07446808510638298	0.3125	0.25	0.0	0.0625	0.1875
86	hasoc_en_86	#doctorsfightback #presidentsrule is only option tmc goons r not in control of  url	NOT	NONE	NONE	0.024096385542168676	0.2	0.4	0.0	0.06666666666666667	0.13333333333333333
87	hasoc_en_87	 why is it okay? #dhonikeepstheglove #dhonikesaathdesh url	NOT	NONE	NONE	0.05172413793103448	0.3	0.1	0.0	0.1	0.1
88	hasoc_en_88	you #supportdhoni  #msdhoni  #dhonikesaathdesh  #dhoni ???  #bcci  #cwc19  #dhonikeepthegloves  #dhonikeepstheglove  #dhonikeepbalidaanbadgeglove  #balidanbadge  #balidan  #bbccricket  #cricketworldcup2019  #worldcup2019    retweet 🔄 for #msdhonigloves   like 👍 👇	NOT	NONE	NONE	0.06844106463878327	0.45	0.175	0.05	0.2	0.025
89	hasoc_en_89	 did my part.    #murderer	NOT	NONE	NONE	0.07692307692307693	0.0	0.3333333333333333	0.0	0.0	0.16666666666666666
90	hasoc_en_90	hypocrisy of the indian elite    #savebengal #savethedoctors #india #mamatalosingcontrol #mamatabanerjee #kolkata #westbengal #bengaldoctorsstrike      #democracy #doctorsfightback #doctorsstrike #doctorsprotest url	NOT	NONE	NONE	0.05581395348837209	0.36666666666666664	0.26666666666666666	0.0	0.26666666666666666	0.0
91	hasoc_en_91	5000+ doctors and non medicos walked from nrs to cnmc for our cause.   history has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #doctorsfightback url url	NOT	NONE	NONE	0.018779342723004695	0.125	0.225	0.0	0.075	0.225
92	hasoc_en_92	 destroy our country?  more like defending our country against a treasonous traitor in the white house!    #trumpisatraitor   #trumptaxes  #trumpsaninternationaldisgrace   #trumpmustresign	HOF	OFFN	TIN	0.031914893617021274	0.15384615384615385	0.3076923076923077	0.0	0.07692307692307693	0.07692307692307693
93	hasoc_en_93	gabor nails it again. a voice of reason.  #borisjohnsonshouldnotbepm url	NOT	NONE	NONE	0.041666666666666664	0.15384615384615385	0.46153846153846156	0.0	0.0	0.0
94	hasoc_en_94	few minutes left for almond #oneplus7pro on    available with #sbi cash back of ₹2000 and up to 6 months no cost emi 💳    quick hands on to buy it 👇    #oneplus7 #oneplus7ishere #oneplus7pro #oneplus  #wethenorth #shameonicc #fridaymotivation #fridayfeeling #nbafinals	NOT	NONE	NONE	0.041044776119402986	0.26	0.22	0.02	0.18	0.06
95	hasoc_en_95	aoc asks the fbi why they give white supremacists a pass #resist #resisttrump #fucktrump url	NOT	NONE	NONE	0.03260869565217391	0.2222222222222222	0.3888888888888889	0.0	0.1111111111111111	0.1111111111111111
96	hasoc_en_96	   what it is that we will do anything to get trump the hell out there except cheat like trump did!!!!  #fucktrump #bluewave2020	HOF	HATE	TIN	0.046875	0.07142857142857142	0.17857142857142858	0.0	0.03571428571428571	0.17857142857142858
97	hasoc_en_97	boris johnson will lie about anything if it gives him an advantage. in the local elections he was forced to delete a tweet claiming to have just voted...but, there were no elections in his area! this trump-like compulsive liar just can't stop himself... #borisjohnsonshouldnotbepm url	NOT	NONE	NONE	0.04225352112676056	0.07547169811320754	0.20754716981132076	0.0	0.05660377358490566	0.18867924528301888
98	hasoc_en_98	ian bagg part 4: he once told a feature act who asked to sell his album after the show, “nope, they came for me, not you”     #fact #douchebag #50yearoldman #47viewedpodcast	NOT	NONE	NONE	0.057803468208092484	0.15	0.2	0.025	0.05	0.125
99	hasoc_en_99	 what a nasty lot #toryleadershipcontest contenders have exposed themselves to be!  #toryleadershipcontest   #borisjohnsonshouldnotbepm	NOT	NONE	NONE	0.02962962962962963	0.11764705882352941	0.17647058823529413	0.0	0.17647058823529413	0.17647058823529413
100	hasoc_en_100	marlon craft - gang shit (official music video) url via   #fucktrump #copsarethegang	NOT	NONE	NONE	0.05952380952380952	0.1875	0.5	0.0	0.125	0.0
101	hasoc_en_101	 if we want to unite our country- we should commit that anyone who us scared to face a bit of public scrutiny shouldn't be allowed to run for prime minister...  #borisjohnsonshouldnotbepm #borisjohnson #toryleadership #toryleadershipdebate #toriesout	NOT	NONE	NONE	0.04	0.16666666666666666	0.16666666666666666	0.0	0.11904761904761904	0.19047619047619047
102	hasoc_en_102	analysis: sarah sanders' legacy: the death of the white house press briefing #resist #resisttrump #fucktrump url	NOT	NONE	NONE	0.05357142857142857	0.13636363636363635	0.45454545454545453	0.0	0.09090909090909091	0.045454545454545456
103	hasoc_en_103	so it looks like the lying incompetent homophobic racist #borisjohnson will be the next #tory leader...well at least we’ll get a #generalelection eh boris?  #borisjohnsonshouldnotbepm #torydrugoff #toryleadershipcontest url	HOF	OFFN	TIN	0.04932735426008968	0.20512820512820512	0.20512820512820512	0.0	0.1794871794871795	0.1282051282051282
104	hasoc_en_104	it's not a windmill.  it's not a fan.  it's a wind turbine and it's good for the environment.    #fucktrump url	NOT	NONE	NONE	0.07207207207207207	0.10714285714285714	0.25	0.0	0.03571428571428571	0.14285714285714285
105	hasoc_en_105	 this is applaudable move by doctors. they save our lives. we must support them against the voilence. #savethedoctors  #doctorsfightback	NOT	NONE	NONE	0.03676470588235294	0.16666666666666666	0.25	0.0	0.041666666666666664	0.125
106	hasoc_en_106	this will not work we are not scapegoats.. centre should intervene. .  #doctorsfightback    	NOT	NONE	NONE	0.05434782608695652	0.13333333333333333	0.13333333333333333	0.0	0.06666666666666667	0.2
107	hasoc_en_107	mitch mcconnell, too, welcomes russian interference #resist #resisttrump #fucktrump url	NOT	NONE	NONE	0.05747126436781609	0.2	0.4666666666666667	0.0	0.13333333333333333	0.0
